name,type,value,date
Jebus,G2,4.1,2015 CS 欧洲挑战者春季赛
Vorborg Senpai,G2,1.4,2015 CS 欧洲挑战者春季赛
Smittyj,G2,2.0,2015 CS 欧洲挑战者春季赛
Gilius,G2,3.1,2015 CS 欧洲挑战者春季赛
Eika,G2,3.4,2015 CS 欧洲挑战者春季赛
Hiiva,G2,2.0,2015 CS 欧洲挑战者春季赛
Hiiva,G2,2.4,2015 CS 欧洲挑战者春季赛
Faker,SKT,4.9,2015 LCK 韩国春季赛
bengi,SKT,3.5,2015 LCK 韩国春季赛
Bang,SKT,6.5,2015 LCK 韩国春季赛
Wolf,SKT,5.2,2015 LCK 韩国春季赛
Piccaboo,SKT,3.8,2015 LCK 韩国春季赛
MaRin,SKT,4.3,2015 LCK 韩国春季赛
Easyhoon,SKT,8.7,2015 LCK 韩国春季赛
Tom,SKT,4.5,2015 LCK 韩国春季赛
Cain,KDM,2.4,2015 LCK 韩国春季赛
Ggoong,KDM,3.3,2015 LCK 韩国春季赛
Zefa,KDM,4.3,2015 LCK 韩国春季赛
Watch,KDM,3.0,2015 LCK 韩国春季赛
Duke,KDM,3.2,2015 LCK 韩国春季赛
TANK,KDM,3.1,2015 LCK 韩国春季赛
Peanut,KDM,2.6,2015 LCK 韩国春季赛
Pure,KDM,3.5,2015 LCK 韩国春季赛
Ohq,KDM,4.2,2015 LCK 韩国春季赛
Shy,CJE,4.3,2015 LCK 韩国春季赛
Space,CJE,4.9,2015 LCK 韩国春季赛
MadLife,CJE,3.9,2015 LCK 韩国春季赛
CoCo,CJE,4.6,2015 LCK 韩国春季赛
Ambition,CJE,3.9,2015 LCK 韩国春季赛
Score,KT,3.0,2015 LCK 韩国春季赛
Nagne,KT,2.8,2015 LCK 韩国春季赛
Ssumday,KT,3.6,2015 LCK 韩国春季赛
Arrow,KT,3.8,2015 LCK 韩国春季赛
Fixer,KT,3.5,2015 LCK 韩国春季赛
Comeback,KT,1.7,2015 LCK 韩国春季赛
LilaC,IMiracle,1.4,2015 LCK 韩国春季赛
SONSTAR,IMiracle,2.6,2015 LCK 韩国春季赛
TusiN,IMiracle,2.1,2015 LCK 韩国春季赛
Wisdom,IMiracle,2.4,2015 LCK 韩国春季赛
Ares,IMiracle,1.7,2015 LCK 韩国春季赛
Frozen,IMiracle,3.4,2015 LCK 韩国春季赛
TrAce,JAG,3.6,2015 LCK 韩国春季赛
Chei,JAG,3.0,2015 LCK 韩国春季赛
Pilot,JAG,4.4,2015 LCK 韩国春季赛
Winged,JAG,1.5,2015 LCK 韩国春季赛
Sweet,JAG,6.2,2015 LCK 韩国春季赛
Chaser,JAG,4.7,2015 LCK 韩国春季赛
Cpt Jack,JAG,3.8,2015 LCK 韩国春季赛
GBM,JAG,4.8,2015 LCK 韩国春季赛
Smeb,HLE,4.7,2015 LCK 韩国春季赛
Hojin,HLE,3.6,2015 LCK 韩国春季赛
Kuro,HLE,4.6,2015 LCK 韩国春季赛
PraY,HLE,6.4,2015 LCK 韩国春季赛
Gorilla,HLE,4.2,2015 LCK 韩国春季赛
Zet,HLE,20.0,2015 LCK 韩国春季赛
CuVee,GEN,1.8,2015 LCK 韩国春季赛
Eve,GEN,2.3,2015 LCK 韩国春季赛
BlisS,GEN,1.4,2015 LCK 韩国春季赛
Wraith,GEN,2.3,2015 LCK 韩国春季赛
Ace,GEN,2.1,2015 LCK 韩国春季赛
Fury,GEN,2.8,2015 LCK 韩国春季赛
LoveLing,OMG,3.5,2015 LPL 春季赛
Gogoing,OMG,4.1,2015 LPL 春季赛
Cool,OMG,4.5,2015 LPL 春季赛
xiyang,OMG,1.1,2015 LPL 春季赛
xiyang,OMG,5.0,2015 LPL 春季赛
Luo,OMG,3.2,2015 LPL 春季赛
san,OMG,2.5,2015 LPL 春季赛
san,OMG,7.0,2015 LPL 春季赛
Cloud,OMG,3.1,2015 LPL 春季赛
Uzi,OMG,3.6,2015 LPL 春季赛
Hyy,RYL,3.5,2015 LPL 春季赛
Cola,RYL,2.5,2015 LPL 春季赛
Cola,RYL,9.0,2015 LPL 春季赛
InSec,RYL,2.4,2015 LPL 春季赛
Corn,RYL,9.5,2015 LPL 春季赛
Corn,RYL,3.1,2015 LPL 春季赛
GodLike,RYL,2.4,2015 LPL 春季赛
Zero,RYL,3.2,2015 LPL 春季赛
Blank,RYL,2.3,2015 LPL 春季赛
NaMei,RYL,2.2,2015 LPL 春季赛
Helper,RYL,2.2,2015 LPL 春季赛
Clearlove,EDG,9.7,2015 LPL 春季赛
Koro1,EDG,5.6,2015 LPL 春季赛
Pawn,EDG,5.1,2015 LPL 春季赛
Deft,EDG,6.3,2015 LPL 春季赛
Meiko,EDG,5.3,2015 LPL 春季赛
U,EDG,3.5,2015 LPL 春季赛
Mouse,EDG,3.8,2015 LPL 春季赛
Fireloli,EDG,2.0,2015 LPL 春季赛
Kitties,IG,3.6,2015 LPL 春季赛
KIDKID,IG,4.1,2015 LPL 春季赛
Zz1tai,IG,3.0,2015 LPL 春季赛
Zz1tai,IG,1.1,2015 LPL 春季赛
KaKAO,IG,3.8,2015 LPL 春季赛
Rookie,IG,3.5,2015 LPL 春季赛
Pokemon,IG,3.3,2015 LPL 春季赛
Save,IG,1.1,2015 LPL 春季赛
Save,IG,4.7,2015 LPL 春季赛
Pyl,LGD,3.5,2015 LPL 春季赛
imp,LGD,4.1,2015 LPL 春季赛
Flame,LGD,3.4,2015 LPL 春季赛
GodV,LGD,3.9,2015 LPL 春季赛
TBQ,LGD,3.8,2015 LPL 春季赛
Acorn,LGD,4.1,2015 LPL 春季赛
Beast,LNG,3.9,2015 LPL 春季赛
Flandre,LNG,3.4,2015 LPL 春季赛
Ella,LNG,4.2,2015 LPL 春季赛
KRYST4L,LNG,3.5,2015 LPL 春季赛
Viod,LNG,3.6,2015 LPL 春季赛
Sinkdream,Gamtee,2.5,2015 LPL 春季赛
Tale,Gamtee,2.8,2015 LPL 春季赛
Xiaohu,Gamtee,4.3,2015 LPL 春季赛
Xiaohu,Gamtee,3.4,2015 LPL 春季赛
Danger,Gamtee,2.8,2015 LPL 春季赛
leo,Gamtee,1.5,2015 LPL 春季赛
letMe,Gamtee,2.6,2015 LPL 春季赛
letMe,Gamtee,4.2,2015 LPL 春季赛
Hui,Gamtee,2.8,2015 LPL 春季赛
mlxg,KNG,9.5,2015 LPL 春季赛
mlxg,KNG,3.2,2015 LPL 春季赛
Skye,KNG,3.0,2015 LPL 春季赛
Skye,KNG,5.0,2015 LPL 春季赛
wuxx,KNG,3.7,2015 LPL 春季赛
Ley,KNG,2.8,2015 LPL 春季赛
Assassin,KNG,3.2,2015 LPL 春季赛
lovecd,M3,3.1,2015 LPL 春季赛
Candyseven,M3,4.0,2015 LPL 春季赛
Smlz,M3,3.8,2015 LPL 春季赛
Looper,M3,3.2,2015 LPL 春季赛
condi,M3,2.1,2015 LPL 春季赛
dade,M3,2.3,2015 LPL 春季赛
Ruo,M3,3.2,2015 LPL 春季赛
zzz2,M3,2.5,2015 LPL 春季赛
Dandy,VG,4.7,2015 LPL 春季赛
Vasilii,VG,5.0,2015 LPL 春季赛
HeTong,VG,4.3,2015 LPL 春季赛
Carry,VG,4.2,2015 LPL 春季赛
Mata,VG,4.0,2015 LPL 春季赛
KanE,EP,2.1,2015 LPL 春季赛
Captain57,EP,2.2,2015 LPL 春季赛
Luo,EP,2.6,2015 LPL 春季赛
Drizzle,EP,2.2,2015 LPL 春季赛
ZangAo,EP,1.4,2015 LPL 春季赛
raphael,EP,2.5,2015 LPL 春季赛
x1u,EP,2.2,2015 LPL 春季赛
AmazingJ,EP,2.0,2015 LPL 春季赛
conan,WE,3.4,2015 LPL 春季赛
yuzhe,WE,2.9,2015 LPL 春季赛
Aluka,WE,2.9,2015 LPL 春季赛
xiye,WE,2.8,2015 LPL 春季赛
Mystic,WE,3.6,2015 LPL 春季赛
Spirit,WE,3.2,2015 LPL 春季赛
Ninja,WE,2.6,2015 LPL 春季赛
Styz,WE,2.5,2015 LPL 春季赛
Morning,TPA,4.2,2015 LMS 港澳台春季联赛
JAY,TPA,4.2,2015 LMS 港澳台春季联赛
Winds,TPA,5.2,2015 LMS 港澳台春季联赛
Guger,TPA,6.8,2015 LMS 港澳台春季联赛
Chawy,TPA,4.5,2015 LMS 港澳台春季联赛
Westdoor,AHQ,5.2,2015 LMS 港澳台春季联赛
GreenTea,AHQ,4.1,2015 LMS 港澳台春季联赛
Albis,AHQ,4.3,2015 LMS 港澳台春季联赛
Albis,AHQ,6.2,2015 LMS 港澳台春季联赛
AN,AHQ,5.8,2015 LMS 港澳台春季联赛
Mountain,AHQ,9.0,2015 LMS 港澳台春季联赛
Ziv,AHQ,5.6,2015 LMS 港澳台春季联赛
HanJi,DOR,0.9,2015 LMS 港澳台春季联赛
HanShao,DOR,0.9,2015 LMS 港澳台春季联赛
HoNeyRain,DOR,1.1,2015 LMS 港澳台春季联赛
Kawai,DOR,0.9,2015 LMS 港澳台春季联赛
LeeMid,DOR,0.9,2015 LMS 港澳台春季联赛
ThreshMeion,DOR,1.4,2015 LMS 港澳台春季联赛
ArJuan,DOR,0.7,2015 LMS 港澳台春季联赛
CCB,LGS,5.4,2015 LMS 港澳台春季联赛
Jcain,LGS,2.7,2015 LMS 港澳台春季联赛
Achie,LGS,1.9,2015 LMS 港澳台春季联赛
3z,LGS,3.6,2015 LMS 港澳台春季联赛
Ysera,LGS,4.0,2015 LMS 港澳台春季联赛
Ysera,LGS,0.2,2015 LMS 港澳台春季联赛
Ysera,LGS,2.3,2015 LMS 港澳台春季联赛
RD,LGS,3.2,2015 LMS 港澳台春季联赛
RD,LGS,0.3,2015 LMS 港澳台春季联赛
K,LGS,3.2,2015 LMS 港澳台春季联赛
K,LGS,5.1,2015 LMS 港澳台春季联赛
Illusion,NGU,2.0,2015 LMS 港澳台春季联赛
VII,NGU,1.0,2015 LMS 港澳台春季联赛
CooCooDai,NGU,1.4,2015 LMS 港澳台春季联赛
Unlimited,NGU,2.1,2015 LMS 港澳台春季联赛
MapleSnow,NGU,1.4,2015 LMS 港澳台春季联赛
Rain,NGU,1.6,2015 LMS 港澳台春季联赛
Se7en,NGU,2.1,2015 LMS 港澳台春季联赛
Chunx,MSE,2.1,2015 LMS 港澳台春季联赛
LOFS,MSE,3.0,2015 LMS 港澳台春季联赛
CorGi,MSE,2.9,2015 LMS 港澳台春季联赛
Empt2y,MSE,2.5,2015 LMS 港澳台春季联赛
Wish,MSE,2.5,2015 LMS 港澳台春季联赛
Tour,MSE,5.5,2015 LMS 港澳台春季联赛
DinTer,HKA,4.5,2015 LMS 港澳台春季联赛
Stanley,HKA,4.2,2015 LMS 港澳台春季联赛
Toyz,HKA,4.1,2015 LMS 港澳台春季联赛
Olleh,HKA,4.3,2015 LMS 港澳台春季联赛
Smurph,HKA,4.1,2015 LMS 港澳台春季联赛
GodJJ,HKA,5.7,2015 LMS 港澳台春季联赛
SwordArt,FW,5.8,2015 LMS 港澳台春季联赛
NL,FW,4.4,2015 LMS 港澳台春季联赛
Steak,FW,4.3,2015 LMS 港澳台春季联赛
Maple,FW,6.8,2015 LMS 港澳台春季联赛
Karsa,FW,5.8,2015 LMS 港澳台春季联赛
MMD,FW,18.0,2015 LMS 港澳台春季联赛
CandyPanda,SK,5.0,2013 LCS 欧洲春季赛
ocelote,SK,3.2,2013 LCS 欧洲春季赛
hyrqBot,SK,6.2,2013 LCS 欧洲春季赛
Wickd,SK,4.0,2013 LCS 欧洲春季赛
Nyph,SK,3.4,2013 LCS 欧洲春季赛
Kev1n,SK,3.3,2013 LCS 欧洲春季赛
Edward,GMB,5.3,2013 LCS 欧洲春季赛
Darien,GMB,2.4,2013 LCS 欧洲春季赛
Genja,GMB,6.0,2013 LCS 欧洲春季赛
Alex Ich,GMB,2.9,2013 LCS 欧洲春季赛
Diamondprox,GMB,4.5,2013 LCS 欧洲春季赛
nRated,FNC,3.6,2013 LCS 欧洲春季赛
YellOwStaR,FNC,4.0,2013 LCS 欧洲春季赛
YellOwStaR,FNC,1.2,2013 LCS 欧洲春季赛
SoaZ,FNC,4.2,2013 LCS 欧洲春季赛
xPeke,FNC,3.5,2013 LCS 欧洲春季赛
Cyanide,FNC,4.3,2013 LCS 欧洲春季赛
Samux,GIA,2.0,2013 LCS 欧洲春季赛
Exterminare,GIA,2.4,2013 LCS 欧洲春季赛
Jimbownz,GIA,2.2,2013 LCS 欧洲春季赛
Babeta,GIA,2.5,2013 LCS 欧洲春季赛
Morden,GIA,3.1,2013 LCS 欧洲春季赛
Wickd,ALL,3.2,2013 LCS 欧洲春季赛
Froggen,ALL,5.2,2013 LCS 欧洲春季赛
Snoopeh,ALL,3.0,2013 LCS 欧洲春季赛
Yellowpete,ALL,3.7,2013 LCS 欧洲春季赛
boris,ALL,2.9,2013 LCS 欧洲春季赛
YamatoCannon,Dragonborns,1.5,2013 LCS 欧洲春季赛
YamatoCannon,Dragonborns,1.7,2013 LCS 欧洲春季赛
YamatoCannon,Dragonborns,1.6,2013 LCS 欧洲春季赛
Shushei,Dragonborns,1.7,2013 LCS 欧洲春季赛
Shushei,Dragonborns,1.8,2013 LCS 欧洲春季赛
Shushei,Dragonborns,1.8,2013 LCS 欧洲春季赛
HosaN,Dragonborns,1.2,2013 LCS 欧洲春季赛
HosaN,Dragonborns,1.1,2013 LCS 欧洲春季赛
HosaN,Dragonborns,2.0,2013 LCS 欧洲春季赛
Muvert,Dragonborns,1.2,2013 LCS 欧洲春季赛
Muvert,Dragonborns,1.2,2013 LCS 欧洲春季赛
Muvert,Dragonborns,1.7,2013 LCS 欧洲春季赛
dexter,Dragonborns,1.7,2013 LCS 欧洲春季赛
dexter,Dragonborns,1.5,2013 LCS 欧洲春季赛
Malunoo,Dragonborns,2.2,2013 LCS 欧洲春季赛
Malunoo,Dragonborns,2.5,2013 LCS 欧洲春季赛
Spontexx,Dragonborns,2.0,2013 LCS 欧洲春季赛
Impactful,COW,4.1,2015 北美扩展赛
Westrice,COW,3.1,2015 北美扩展赛
kez,COW,5.0,2015 北美扩展赛
Lohpally,COW,4.9,2015 北美扩展赛
Goldenglue,COW,2.3,2015 北美扩展赛
Mash,CST,8.5,2015 北美扩展赛
Cris,CST,4.7,2015 北美扩展赛
Impaler,CST,5.8,2015 北美扩展赛
Sheep,CST,5.4,2015 北美扩展赛
Jesiz,CST,6.2,2015 北美扩展赛
pr0lly,CLB,1.2,2015 北美扩展赛
ROBERTxLEE,CLB,1.8,2015 北美扩展赛
i KeNNy u,CLB,2.8,2015 北美扩展赛
Bubbadub,CLB,2.0,2015 北美扩展赛
CloudNguyen,CLB,1.6,2015 北美扩展赛
Saintvicious,CA,3.8,2015 北美扩展赛
Cop,CA,6.9,2015 北美扩展赛
Hauntzer,CA,3.6,2015 北美扩展赛
Keane,CA,4.5,2015 北美扩展赛
Bunny FuFuu,CA,6.2,2015 北美扩展赛
Yusui,PRO,4.6,2015 北美扩展赛
Flaresz,PRO,1.6,2015 北美扩展赛
Thinkcard,PRO,2.5,2015 北美扩展赛
Apollo,PRO,2.7,2015 北美扩展赛
Keith,PRO,2.0,2015 北美扩展赛
Solo,ZEN,1.4,2015 北美扩展赛
MiMo,ZEN,2.0,2015 北美扩展赛
Frost,ZEN,5.6,2015 北美扩展赛
Easy,ZEN,4.0,2015 北美扩展赛
K1,ZEN,4.0,2015 北美扩展赛
Otter,NME,3.7,2015 北美扩展赛
Bodydrop,NME,6.9,2015 北美扩展赛
saeca,NME,3.6,2015 北美扩展赛
Wolfe,NME,3.1,2015 北美扩展赛
Inori,NME,3.0,2015 北美扩展赛
Huhi,FSN,3.3,2015 北美扩展赛
NintendudeX,FSN,4.0,2015 北美扩展赛
Nientonsoh,FSN,5.5,2015 北美扩展赛
Gleeb,FSN,3.3,2015 北美扩展赛
Chunkyfresh,FSN,7.7,2015 北美扩展赛
MakNooN,FSN,2.3,2015 北美扩展赛
Gate,F5,2.4,2015 北美扩展赛
ShorterACE,F5,1.8,2015 北美扩展赛
Rhux,F5,2.7,2015 北美扩展赛
Rule18,F5,2.6,2015 北美扩展赛
Prototype,F5,2.1,2015 北美扩展赛
hoofspark,OO,0.8,2015 北美扩展赛
ChumpJohn,OO,1.2,2015 北美扩展赛
Sojin,OO,1.2,2015 北美扩展赛
Arcsecond,OO,4.2,2015 北美扩展赛
Hanjaro,OO,1.2,2015 北美扩展赛
Abou22,FSE,1.7,2015 北美扩展赛
Mysterious,FSE,2.7,2015 北美扩展赛
Indivisible,FSE,2.3,2015 北美扩展赛
Azingy,FSE,1.5,2015 北美扩展赛
I Am The IRS,FSE,2.1,2015 北美扩展赛
Tonington,NT,0.8,2015 北美扩展赛
Ralara,NT,1.1,2015 北美扩展赛
Nocturnal,NT,1.0,2015 北美扩展赛
Leonard,NT,1.4,2015 北美扩展赛
Razelock,NT,0.5,2015 北美扩展赛
DarkBlight,CG,0.4,2015 北美扩展赛
lucid,CG,0.7,2015 北美扩展赛
Environmental,CG,0.5,2015 北美扩展赛
Stunt,CG,1.0,2015 北美扩展赛
Rakin,CG,1.1,2015 北美扩展赛
Werlyb,GIA,2.6,2015 欧洲扩展赛
Fr3deric,GIA,2.9,2015 欧洲扩展赛
xPePii,GIA,3.3,2015 欧洲扩展赛
Adryh,GIA,4.4,2015 欧洲扩展赛
Rydle,GIA,3.3,2015 欧洲扩展赛
Creaton,MIL,4.8,2015 欧洲扩展赛
Jree,MIL,2.5,2015 欧洲扩展赛
H0R0,MIL,2.1,2015 欧洲扩展赛
Ryu,MIL,2.2,2015 欧洲扩展赛
Kev1n,MIL,2.9,2015 欧洲扩展赛
Febiven,H2K,13.6,2015 欧洲扩展赛
Odoamne,H2K,8.0,2015 欧洲扩展赛
Voidle,H2K,11.9,2015 欧洲扩展赛
Loulex,H2K,3.9,2015 欧洲扩展赛
Hjarnan,H2K,8.5,2015 欧洲扩展赛
Barney D,SKP,4.5,2015 欧洲扩展赛
Beansu,SKP,3.6,2015 欧洲扩展赛
,SKP,8.2,2015 欧洲扩展赛
Steeelback,SKP,3.2,2015 欧洲扩展赛
Godbro,SKP,5.0,2015 欧洲扩展赛
Xayoo,Reason Gaming,2.4,2015 欧洲扩展赛
Celaver,Reason Gaming,3.4,2015 欧洲扩展赛
Kubon,Reason Gaming,2.8,2015 欧洲扩展赛
TakeFun,Reason Gaming,3.1,2015 欧洲扩展赛
Libik,Reason Gaming,3.5,2015 欧洲扩展赛
ocelote,G2d,4.5,2015 欧洲扩展赛
k0u,G2d,4.5,2015 欧洲扩展赛
Jwaow,G2d,3.5,2015 欧洲扩展赛
Darkrai,G2d,7.9,2015 欧洲扩展赛
kaSing,G2d,7.0,2015 欧洲扩展赛
Babunia,TE,1.9,2015 欧洲扩展赛
Niko3333,TE,2.0,2015 欧洲扩展赛
Mowarth,TE,1.5,2015 欧洲扩展赛
Tiridus,TE,2.2,2015 欧洲扩展赛
Sa1na,TE,2.6,2015 欧洲扩展赛
Xaxus,NF,2.5,2015 欧洲扩展赛
Obvious,NF,3.4,2015 欧洲扩展赛
SozPurefect,NF,2.8,2015 欧洲扩展赛
,NF,3.7,2015 欧洲扩展赛
MountaiN,NF,3.3,2015 欧洲扩展赛
Dioud,MC,4.0,2015 欧洲扩展赛
zeclipse,MC,3.8,2015 欧洲扩展赛
abariaa,MC,8.5,2015 欧洲扩展赛
Crykee,MC,4.0,2015 欧洲扩展赛
Gilius,MC,2.7,2015 欧洲扩展赛
Zvene,ASC,2.7,2015 欧洲扩展赛
Mister,ASC,2.2,2015 欧洲扩展赛
Flezeth,ASC,2.5,2015 欧洲扩展赛
Ladooscuro,ASC,3.1,2015 欧洲扩展赛
Angelas,ASC,3.6,2015 欧洲扩展赛
Nono,SPA,2.2,2015 欧洲扩展赛
Shaunz,SPA,1.9,2015 欧洲扩展赛
Lounet,SPA,3.4,2015 欧洲扩展赛
ShLaYa,SPA,2.2,2015 欧洲扩展赛
Steve,SPA,2.0,2015 欧洲扩展赛
Warrior Lady,DD,3.2,2015 欧洲扩展赛
AnOnPsyCkO,DD,4.9,2015 欧洲扩展赛
Dom1nant,DD,5.4,2015 欧洲扩展赛
WildPanda,DD,6.0,2015 欧洲扩展赛
Magebane,DD,2.2,2015 欧洲扩展赛
K3nSt3r,TS,0.4,2015 欧洲扩展赛
K3nSt3r,TS,0.6,2015 欧洲扩展赛
Heavenstrike,TS,0.4,2015 欧洲扩展赛
vioreleeee,TS,0.8,2015 欧洲扩展赛
Sir AlphaQ,TS,1.0,2015 欧洲扩展赛
MaybeANickName,TS,0.4,2015 欧洲扩展赛
MaybeANickName,TS,0.2,2015 欧洲扩展赛
Tarky,CF,0.8,2015 欧洲扩展赛
Tarky,CF,1.0,2015 欧洲扩展赛
S?yń,CF,3.0,2015 欧洲扩展赛
S?yń,CF,0.0,2015 欧洲扩展赛
Shiage,CF,0.8,2015 欧洲扩展赛
Shiage,CF,0.2,2015 欧洲扩展赛
Cejlon,CF,0.0,2015 欧洲扩展赛
Cejlon,CF,1.0,2015 欧洲扩展赛
Idyiom,CF,1.7,2015 欧洲扩展赛
Idyiom,CF,0.2,2015 欧洲扩展赛
Balls,C9,2.1,2014 全明星赛
Sneaky,C9,2.2,2014 全明星赛
LemonNation,C9,2.7,2014 全明星赛
Meteos,C9,2.9,2014 全明星赛
Link,C9,2.5,2014 全明星赛
YellOwStaR,FNC,2.1,2014 全明星赛
Rekkles,FNC,3.0,2014 全明星赛
SoaZ,FNC,1.0,2014 全明星赛
xPeke,FNC,1.4,2014 全明星赛
Cyanide,FNC,1.8,2014 全明星赛
Morning,TPA,2.0,2014 全明星赛
JAY,TPA,1.7,2014 全明星赛
Bebe,TPA,1.6,2014 全明星赛
Winds,TPA,2.0,2014 全明星赛
Achie,TPA,0.7,2014 全明星赛
LoveLing,OMG,2.7,2014 全明星赛
Gogoing,OMG,3.1,2014 全明星赛
xiyang,OMG,4.2,2014 全明星赛
bigpomelo,OMG,3.2,2014 全明星赛
san,OMG,3.8,2014 全明星赛
Piglet,SKT,9.0,2014 全明星赛
Faker,SKT,5.8,2014 全明星赛
bengi,SKT,5.9,2014 全明星赛
,SKT,4.9,2014 全明星赛
Impact,SKT,4.2,2014 全明星赛
Xmithie,XDG,2.3,2013全球总决赛
Benny,XDG,2.2,2013全球总决赛
Zuna,XDG,2.6,2013全球总决赛
mancloud,XDG,2.0,2013全球总决赛
BloodWater,XDG,4.6,2013全球总决赛
Balls,C9,3.0,2013全球总决赛
Hai,C9,1.2,2013全球总决赛
Sneaky,C9,2.9,2013全球总决赛
LemonNation,C9,1.7,2013全球总决赛
Meteos,C9,2.4,2013全球总决赛
Darien,GMB,3.7,2013全球总决赛
Genja,GMB,4.5,2013全球总决赛
Alex Ich,GMB,3.6,2013全球总决赛
Voidle,GMB,2.5,2013全球总决赛
Diamondprox,GMB,3.3,2013全球总决赛
YellOwStaR,FNC,6.7,2013全球总决赛
SoaZ,FNC,6.7,2013全球总决赛
xPeke,FNC,6.2,2013全球总决赛
Cyanide,FNC,5.6,2013全球总决赛
Puszu,FNC,8.9,2013全球总决赛
Tabzz,Lemondogs,3.9,2013全球总决赛
dexter,Lemondogs,3.2,2013全球总决赛
Zorozero,Lemondogs,3.7,2013全球总决赛
Nukeduck,Lemondogs,2.7,2013全球总决赛
Mithy,Lemondogs,2.2,2013全球总决赛
LoveLing,OMG,6.0,2013全球总决赛
Gogoing,OMG,5.1,2013全球总决赛
Cool,OMG,7.0,2013全球总决赛
bigpomelo,OMG,3.4,2013全球总决赛
comA,OMG,4.0,2013全球总决赛
san,OMG,7.3,2013全球总决赛
Piglet,SKT,9.7,2013全球总决赛
Faker,SKT,4.8,2013全球总决赛
bengi,SKT,6.2,2013全球总决赛
PoohManDu,SKT,4.0,2013全球总决赛
Impact,SKT,4.6,2013全球总决赛
imp,SSW,4.6,2013全球总决赛
Dandy,SSW,4.2,2013全球总决赛
Mata,SSW,2.8,2013全球总决赛
Looper,SSW,3.9,2013全球总决赛
dade,SSW,3.2,2013全球总决赛
Cain,NBS,2.3,2013全球总决赛
Watch,NBS,4.1,2013全球总决赛
Nagne,NBS,4.9,2013全球总决赛
PraY,NBS,3.0,2013全球总决赛
Expession,NBS,3.6,2013全球总决赛
GodLike,RYL,2.4,2013全球总决赛
Lucky,RYL,3.0,2013全球总决赛
Wh1t3zZ,RYL,3.3,2013全球总决赛
Uzi,RYL,3.0,2013全球总决赛
Tabe,RYL,1.8,2013全球总决赛
Mazzerin,GamingGear.eu,1.4,2013全球总决赛
Nbs,GamingGear.eu,0.6,2013全球总决赛
Alunir,GamingGear.eu,1.3,2013全球总决赛
DeadlyBrother,GamingGear.eu,1.3,2013全球总决赛
Inspirro,GamingGear.eu,1.0,2013全球总决赛
Snoy,MSK,1.1,2013全球总决赛
Kaigu,MSK,1.4,2013全球总决赛
Yume,MSK,1.1,2013全球总决赛
Exo,MSK,1.4,2013全球总决赛
Tgee,MSK,1.1,2013全球总决赛
SwordArt,Gamania Bears,0.8,2013全球总决赛
NL,Gamania Bears,0.8,2013全球总决赛
Steak,Gamania Bears,0.4,2013全球总决赛
Maple,Gamania Bears,0.9,2013全球总决赛
Winds,Gamania Bears,1.1,2013全球总决赛
Reginald,TSM,1.7,2013全球总决赛
WildTurtle,TSM,2.8,2013全球总决赛
TheOddOne,TSM,2.8,2013全球总决赛
Dyrus,TSM,1.5,2013全球总决赛
Xpecial,TSM,2.1,2013全球总决赛
Balls,C9,2.1,2014 S4 全球总决赛
Hai,C9,1.7,2014 S4 全球总决赛
Sneaky,C9,4.0,2014 S4 全球总决赛
LemonNation,C9,3.4,2014 S4 全球总决赛
Meteos,C9,3.1,2014 S4 全球总决赛
Vasilii,LMQ,3.6,2014 S4 全球总决赛
Mor,LMQ,2.2,2014 S4 全球总决赛
GodLike,LMQ,1.5,2014 S4 全球总决赛
NoName,LMQ,2.5,2014 S4 全球总决赛
XiaoWeiXiao,LMQ,2.6,2014 S4 全球总决赛
fredy122,SK,1.4,2014 S4 全球总决赛
nRated,SK,1.8,2014 S4 全球总决赛
CandyPanda,SK,2.8,2014 S4 全球总决赛
Jesiz,SK,1.8,2014 S4 全球总决赛
Gilius,SK,1.2,2014 S4 全球总决赛
Svenskeren,SK,3.3,2014 S4 全球总决赛
YellOwStaR,FNC,3.3,2014 S4 全球总决赛
Rekkles,FNC,5.6,2014 S4 全球总决赛
SoaZ,FNC,2.4,2014 S4 全球总决赛
xPeke,FNC,2.5,2014 S4 全球总决赛
Cyanide,FNC,2.6,2014 S4 全球总决赛
Tabzz,ALL,5.2,2014 S4 全球总决赛
Wickd,ALL,5.3,2014 S4 全球总决赛
Shook,ALL,3.9,2014 S4 全球总决赛
Nyph,ALL,3.6,2014 S4 全球总决赛
Froggen,ALL,5.1,2014 S4 全球总决赛
Morning,TPA,1.7,2014 S4 全球总决赛
JAY,TPA,1.9,2014 S4 全球总决赛
Bebe,TPA,1.9,2014 S4 全球总决赛
Winds,TPA,2.9,2014 S4 全球总决赛
Achie,TPA,1.8,2014 S4 全球总决赛
LoveLing,OMG,4.2,2014 S4 全球总决赛
Gogoing,OMG,4.1,2014 S4 全球总决赛
Cool,OMG,3.3,2014 S4 全球总决赛
DaDa777,OMG,2.0,2014 S4 全球总决赛
san,OMG,5.6,2014 S4 全球总决赛
Cloud,OMG,4.3,2014 S4 全球总决赛
Pawn,SSW,9.9,2014 S4 全球总决赛
imp,SSW,7.9,2014 S4 全球总决赛
Dandy,SSW,8.5,2014 S4 全球总决赛
Mata,SSW,10.0,2014 S4 全球总决赛
Looper,SSW,12.1,2014 S4 全球总决赛
Cola,RYL,3.3,2014 S4 全球总决赛
InSec,RYL,2.7,2014 S4 全球总决赛
Corn,RYL,3.8,2014 S4 全球总决赛
