name,type,value,date
Pyl,LGD,2.2,2014 LPL 夏季赛
GodV,LGD,3.0,2014 LPL 夏季赛
Star,LGD,1.3,2014 LPL 夏季赛
ss17GOD,LGD,2.2,2014 LPL 夏季赛
XQ,LGD,3.0,2014 LPL 夏季赛
TBQ,LGD,2.2,2014 LPL 夏季赛
xr,WEA,1.3,2014 LPL 夏季赛
Khan,WEA,3.0,2014 LPL 夏季赛
Mickey,WEA,1.5,2014 LPL 夏季赛
Mickey,WEA,3.4,2014 LPL 夏季赛
yuzhe,WEA,2.3,2014 LPL 夏季赛
xiye,WEA,2.0,2014 LPL 夏季赛
Smlz,WEA,3.4,2014 LPL 夏季赛
zzz2,WEA,2.5,2014 LPL 夏季赛
conan,WE,3.1,2014 LPL 夏季赛
Caomei,WE,2.7,2014 LPL 夏季赛
Actsin,WE,2.7,2014 LPL 夏季赛
WeiXiao,WE,4.7,2014 LPL 夏季赛
Ninja,WE,4.0,2014 LPL 夏季赛
Xionghaizi,DMO,2.1,2014 LPL 夏季赛
Xionghaizi,DMO,1.0,2014 LPL 夏季赛
YanSir,DMO,2.3,2014 LPL 夏季赛
Zhenlong,DMO,2.7,2014 LPL 夏季赛
Yinfu,DMO,2.7,2014 LPL 夏季赛
otto,DMO,0.8,2014 LPL 夏季赛
otto,DMO,1.9,2014 LPL 夏季赛
Xionghaizi,YG,2.1,2014 LPL 夏季赛
Xionghaizi,YG,1.0,2014 LPL 夏季赛
YanSir,YG,2.3,2014 LPL 夏季赛
Zhenlong,YG,2.7,2014 LPL 夏季赛
Yinfu,YG,2.7,2014 LPL 夏季赛
otto,YG,0.8,2014 LPL 夏季赛
otto,YG,1.9,2014 LPL 夏季赛
Febiven,FNC,4.0,2015 MSI 季中邀请赛
YellOwStaR,FNC,3.5,2015 MSI 季中邀请赛
Huni,FNC,2.4,2015 MSI 季中邀请赛
Reignover,FNC,2.5,2015 MSI 季中邀请赛
Steeelback,FNC,3.6,2015 MSI 季中邀请赛
Faker,SKT,5.6,2015 MSI 季中邀请赛
bengi,SKT,3.4,2015 MSI 季中邀请赛
Bang,SKT,3.4,2015 MSI 季中邀请赛
Wolf,SKT,2.7,2015 MSI 季中邀请赛
MaRin,SKT,2.7,2015 MSI 季中邀请赛
Easyhoon,SKT,4.5,2015 MSI 季中邀请赛
Clearlove,EDG,10.0,2015 MSI 季中邀请赛
Koro1,EDG,6.4,2015 MSI 季中邀请赛
Pawn,EDG,5.9,2015 MSI 季中邀请赛
Deft,EDG,5.4,2015 MSI 季中邀请赛
Meiko,EDG,6.1,2015 MSI 季中邀请赛
Westdoor,AHQ,3.7,2015 MSI 季中邀请赛
Albis,AHQ,3.5,2015 MSI 季中邀请赛
AN,AHQ,3.8,2015 MSI 季中邀请赛
Mountain,AHQ,3.0,2015 MSI 季中邀请赛
Ziv,AHQ,3.2,2015 MSI 季中邀请赛
Theokoles,BJK,1.0,2015 MSI 季中邀请赛
Thaldrin,BJK,0.4,2015 MSI 季中邀请赛
Energy,BJK,0.5,2015 MSI 季中邀请赛
Dumbledoge,BJK,0.4,2015 MSI 季中邀请赛
Nardeus,BJK,0.7,2015 MSI 季中邀请赛
Lustboy,TSM,1.5,2015 MSI 季中邀请赛
WildTurtle,TSM,1.6,2015 MSI 季中邀请赛
Bjergsen,TSM,0.8,2015 MSI 季中邀请赛
Santorin,TSM,2.7,2015 MSI 季中邀请赛
Dyrus,TSM,0.8,2015 MSI 季中邀请赛
Aphromoo,CLG,12.3,2013 LCS 北美夏季资格赛
HotshotGG,CLG,9.0,2013 LCS 北美夏季资格赛
Link,CLG,34.0,2013 LCS 北美夏季资格赛
Doublelift,CLG,16.5,2013 LCS 北美夏季资格赛
Chauster,CLG,9.3,2013 LCS 北美夏季资格赛
pr0lly,COW,0.6,2013 LCS 北美夏季资格赛
Chuuper,COW,0.9,2013 LCS 北美夏季资格赛
Lautemortis,COW,0.9,2013 LCS 北美夏季资格赛
M eye A,COW,1.6,2013 LCS 北美夏季资格赛
Nickwu,COW,0.8,2013 LCS 北美夏季资格赛
ClakeyD,Team MRN,2.4,2013 LCS 北美夏季资格赛
Nientonsoh,Team MRN,6.6,2013 LCS 北美夏季资格赛
MegaZero,Team MRN,2.1,2013 LCS 北美夏季资格赛
ecco,Team MRN,3.1,2013 LCS 北美夏季资格赛
Heartbeat,Team MRN,3.9,2013 LCS 北美夏季资格赛
Balls,C9,10.5,2013 LCS 北美夏季资格赛
Hai,C9,11.5,2013 LCS 北美夏季资格赛
Sneaky,C9,19.3,2013 LCS 北美夏季资格赛
LemonNation,C9,10.8,2013 LCS 北美夏季资格赛
Meteos,C9,45.0,2013 LCS 北美夏季资格赛
Anxietylol,Team Astral Poke,0.8,2013 LCS 北美夏季资格赛
Remstars,Team Astral Poke,0.4,2013 LCS 北美夏季资格赛
Newbert,Team Astral Poke,0.6,2013 LCS 北美夏季资格赛
Bobbyhankhill,Team Astral Poke,0.0,2013 LCS 北美夏季资格赛
Nydushermain,Team Astral Poke,0.1,2013 LCS 北美夏季资格赛
Arthelon,Fidelis,1.7,2013 LCS 北美夏季资格赛
Niko,Fidelis,1.2,2013 LCS 北美夏季资格赛
Tsunamiie,Fidelis,1.4,2013 LCS 北美夏季资格赛
Prophet,Fidelis,1.3,2013 LCS 北美夏季资格赛
virus,Fidelis,1.6,2013 LCS 北美夏季资格赛
bigfatlp,Azure Cats,1.2,2013 LCS 北美夏季资格赛
bigfatlp,Azure Cats,2.5,2013 LCS 北美夏季资格赛
xDragunerx,Azure Cats,3.1,2013 LCS 北美夏季资格赛
Demunlul,Azure Cats,2.9,2013 LCS 北美夏季资格赛
Obituarist,Azure Cats,2.5,2013 LCS 北美夏季资格赛
Dkbnet,The Salad Bar,3.4,2013 LCS 北美夏季资格赛
ArcZSlash,The Salad Bar,6.3,2013 LCS 北美夏季资格赛
Hirishin,The Salad Bar,4.6,2013 LCS 北美夏季资格赛
Ghoztzero,The Salad Bar,3.3,2013 LCS 北美夏季资格赛
EHomda,The Salad Bar,3.3,2013 LCS 北美夏季资格赛
Cris,Velocity Esports,3.4,2013 LCS 北美夏季资格赛
maplestreet8,Velocity Esports,3.5,2013 LCS 北美夏季资格赛
Nk Inc,Velocity Esports,3.5,2013 LCS 北美夏季资格赛
Support Daddy,Velocity Esports,2.9,2013 LCS 北美夏季资格赛
Vileroze,Velocity Esports,4.2,2013 LCS 北美夏季资格赛
Inori,Velocity Esports,2.9,2013 LCS 北美夏季资格赛
Otter,Team Summon,6.6,2013 LCS 北美夏季资格赛
Grim Samurai,Team Summon,2.6,2013 LCS 北美夏季资格赛
Sickoscott,Team Summon,4.1,2013 LCS 北美夏季资格赛
Cpt Korea,Team Summon,3.7,2013 LCS 北美夏季资格赛
l0cust,Team Summon,2.8,2013 LCS 北美夏季资格赛
Innox,DoubleBuff,1.4,2013 LCS 北美夏季资格赛
Nubby PoohBear,DoubleBuff,1.0,2013 LCS 北美夏季资格赛
Flappy Bearfish,DoubleBuff,1.8,2013 LCS 北美夏季资格赛
Unstoppable,DoubleBuff,1.1,2013 LCS 北美夏季资格赛
ScubaChris,DoubleBuff,1.0,2013 LCS 北美夏季资格赛
Crumbzz,DIG,5.0,2013 LCS 北美夏季资格赛
Scarra,DIG,9.0,2013 LCS 北美夏季资格赛
Imaqtpie,DIG,6.0,2013 LCS 北美夏季资格赛
Kiwikid,DIG,3.6,2013 LCS 北美夏季资格赛
Patoy,DIG,11.4,2013 LCS 北美夏季资格赛
bigfatlp,CLG,3.1,2013 LCS 北美夏季赛
Nientonsoh,CLG,3.4,2013 LCS 北美夏季赛
Link,CLG,3.4,2013 LCS 北美夏季赛
Doublelift,CLG,3.5,2013 LCS 北美夏季赛
Chauster,CLG,2.3,2013 LCS 北美夏季赛
Saintvicious,CRS,3.1,2013 LCS 北美夏季赛
Cop,CRS,4.4,2013 LCS 北美夏季赛
NyJacky,CRS,3.1,2013 LCS 北美夏季赛
Edward,CRS,4.1,2013 LCS 北美夏季赛
Voyboy,CRS,3.5,2013 LCS 北美夏季赛
Xmithie,XDG,5.0,2013 LCS 北美夏季赛
Benny,XDG,5.3,2013 LCS 北美夏季赛
Zuna,XDG,4.3,2013 LCS 北美夏季赛
mancloud,XDG,4.6,2013 LCS 北美夏季赛
BloodWater,XDG,5.8,2013 LCS 北美夏季赛
Inori,XDG,4.6,2013 LCS 北美夏季赛
Darshan,CST,2.3,2013 LCS 北美夏季赛
Mash,CST,3.5,2013 LCS 北美夏季赛
NintendudeX,CST,0.1,2013 LCS 北美夏季赛
NintendudeX,CST,2.4,2013 LCS 北美夏季赛
Daydreamin,CST,2.1,2013 LCS 北美夏季赛
Shiphtur,CST,3.3,2013 LCS 北美夏季赛
Balls,C9,4.1,2013 LCS 北美夏季赛
Hai,C9,4.7,2013 LCS 北美夏季赛
Sneaky,C9,7.0,2013 LCS 北美夏季赛
LemonNation,C9,4.3,2013 LCS 北美夏季赛
Meteos,C9,12.7,2013 LCS 北美夏季赛
Cris,Velocity Esports,1.7,2013 LCS 北美夏季赛
maplestreet8,Velocity Esports,2.6,2013 LCS 北美夏季赛
maplestreet8,Velocity Esports,2.0,2013 LCS 北美夏季赛
Nk Inc,Velocity Esports,3.1,2013 LCS 北美夏季赛
Nk Inc,Velocity Esports,1.8,2013 LCS 北美夏季赛
Support Daddy,Velocity Esports,1.9,2013 LCS 北美夏季赛
Support Daddy,Velocity Esports,1.8,2013 LCS 北美夏季赛
ecco,Velocity Esports,1.0,2013 LCS 北美夏季赛
ecco,Velocity Esports,3.0,2013 LCS 北美夏季赛
Vileroze,Velocity Esports,2.8,2013 LCS 北美夏季赛
Vileroze,Velocity Esports,1.9,2013 LCS 北美夏季赛
Inori,Velocity Esports,1.9,2013 LCS 北美夏季赛
Inori,Velocity Esports,1.8,2013 LCS 北美夏季赛
Reginald,TSM,2.4,2013 LCS 北美夏季赛
WildTurtle,TSM,3.3,2013 LCS 北美夏季赛
TheOddOne,TSM,3.6,2013 LCS 北美夏季赛
Dyrus,TSM,3.5,2013 LCS 北美夏季赛
Xpecial,TSM,3.5,2013 LCS 北美夏季赛
Crumbzz,DIG,3.0,2013 LCS 北美夏季赛
Scarra,DIG,3.5,2013 LCS 北美夏季赛
Imaqtpie,DIG,4.9,2013 LCS 北美夏季赛
Kiwikid,DIG,2.2,2013 LCS 北美夏季赛
Patoy,DIG,5.4,2013 LCS 北美夏季赛
bigfatlp,CLG,3.2,2013 S3 全球总决赛 北美预选赛
Nientonsoh,CLG,2.6,2013 S3 全球总决赛 北美预选赛
Link,CLG,2.0,2013 S3 全球总决赛 北美预选赛
Doublelift,CLG,2.8,2013 S3 全球总决赛 北美预选赛
Chauster,CLG,2.0,2013 S3 全球总决赛 北美预选赛
Saintvicious,CRS,3.1,2013 S3 全球总决赛 北美预选赛
Cop,CRS,3.0,2013 S3 全球总决赛 北美预选赛
NyJacky,CRS,2.0,2013 S3 全球总决赛 北美预选赛
Edward,CRS,5.2,2013 S3 全球总决赛 北美预选赛
Voyboy,CRS,4.3,2013 S3 全球总决赛 北美预选赛
Xmithie,XDG,4.5,2013 S3 全球总决赛 北美预选赛
Benny,XDG,4.3,2013 S3 全球总决赛 北美预选赛
Zuna,XDG,3.3,2013 S3 全球总决赛 北美预选赛
mancloud,XDG,2.6,2013 S3 全球总决赛 北美预选赛
BloodWater,XDG,2.4,2013 S3 全球总决赛 北美预选赛
Inori,XDG,2.6,2013 S3 全球总决赛 北美预选赛
Balls,C9,7.0,2013 S3 全球总决赛 北美预选赛
Hai,C9,9.2,2013 S3 全球总决赛 北美预选赛
Sneaky,C9,7.6,2013 S3 全球总决赛 北美预选赛
LemonNation,C9,7.4,2013 S3 全球总决赛 北美预选赛
Meteos,C9,15.0,2013 S3 全球总决赛 北美预选赛
Reginald,TSM,2.6,2013 S3 全球总决赛 北美预选赛
WildTurtle,TSM,3.1,2013 S3 全球总决赛 北美预选赛
TheOddOne,TSM,2.5,2013 S3 全球总决赛 北美预选赛
Dyrus,TSM,3.7,2013 S3 全球总决赛 北美预选赛
Xpecial,TSM,3.1,2013 S3 全球总决赛 北美预选赛
Crumbzz,DIG,2.2,2013 S3 全球总决赛 北美预选赛
Scarra,DIG,1.5,2013 S3 全球总决赛 北美预选赛
Imaqtpie,DIG,2.4,2013 S3 全球总决赛 北美预选赛
Kiwikid,DIG,1.4,2013 S3 全球总决赛 北美预选赛
Patoy,DIG,2.7,2013 S3 全球总决赛 北美预选赛
Cop,CRS,7.2,2014 LCS 北美春季资格赛
Voyboy,CRS,6.5,2014 LCS 北美春季资格赛
IWDominate,CRS,9.0,2014 LCS 北美春季资格赛
Zekent,CRS,3.7,2014 LCS 北美春季资格赛
Quas,CRS,3.2,2014 LCS 北美春季资格赛
Darshan,CST,5.7,2014 LCS 北美春季资格赛
NintendudeX,CST,4.7,2014 LCS 北美春季资格赛
Daydreamin,CST,4.1,2014 LCS 北美春季资格赛
Shiphtur,CST,4.8,2014 LCS 北美春季资格赛
Apollo,CST,10.0,2014 LCS 北美春季资格赛
Cris,COG,2.9,2014 LCS 北美春季资格赛
Cpt Ziploc,COG,1.9,2014 LCS 北美春季资格赛
nothinghere,COG,2.9,2014 LCS 北美春季资格赛
Zamphira,COG,3.8,2014 LCS 北美春季资格赛
Zaineking,COG,2.1,2014 LCS 北美春季资格赛
kez,C9T,1.8,2014 LCS 北美春季资格赛
Bischu,C9T,2.3,2014 LCS 北美春季资格赛
Bobbyhankhill,C9T,2.2,2014 LCS 北美春季资格赛
Rhux,C9T,2.3,2014 LCS 北美春季资格赛
Yazuki,C9T,2.0,2014 LCS 北美春季资格赛
Nydushermain,C9T,1.4,2014 LCS 北美春季资格赛
Westrice,CLB,1.4,2014 LCS 北美春季资格赛
Arthelon,CLB,1.4,2014 LCS 北美春季资格赛
ROBERTxLEE,CLB,1.4,2014 LCS 北美春季资格赛
Brokenshard,CLB,1.1,2014 LCS 北美春季资格赛
Bubbadub,CLB,1.0,2014 LCS 北美春季资格赛
Innox,EG,7.2,2014 LCS 北美春季资格赛
Pobelter,EG,8.7,2014 LCS 北美春季资格赛
Snoopeh,EG,13.8,2014 LCS 北美春季资格赛
Yellowpete,EG,11.2,2014 LCS 北美春季资格赛
,EG,6.5,2014 LCS 北美春季资格赛
Xmithie,XDG,0.9,2014 LCS 北美夏季资格赛
Benny,XDG,0.3,2014 LCS 北美夏季资格赛
Zuna,XDG,0.8,2014 LCS 北美夏季资格赛
mancloud,XDG,0.9,2014 LCS 北美夏季资格赛
Sheep,XDG,0.9,2014 LCS 北美夏季资格赛
Inori,XDG,0.9,2014 LCS 北美夏季资格赛
Darshan,CST,4.9,2014 LCS 北美夏季资格赛
NintendudeX,CST,3.1,2014 LCS 北美夏季资格赛
Daydreamin,CST,3.2,2014 LCS 北美夏季资格赛
Shiphtur,CST,4.8,2014 LCS 北美夏季资格赛
Apollo,CST,3.4,2014 LCS 北美夏季资格赛
kez,C9T,1.5,2014 LCS 北美夏季资格赛
Bischu,C9T,2.4,2014 LCS 北美夏季资格赛
Altec,C9T,3.0,2014 LCS 北美夏季资格赛
Gleeb,C9T,2.7,2014 LCS 北美夏季资格赛
Rhux,C9T,2.4,2014 LCS 北美夏季资格赛
Yazuki,C9T,2.0,2014 LCS 北美夏季资格赛
Westrice,CLB,1.5,2014 LCS 北美夏季资格赛
pr0lly,CLB,3.4,2014 LCS 北美夏季资格赛
ROBERTxLEE,CLB,3.7,2014 LCS 北美夏季资格赛
Brokenshard,CLB,2.8,2014 LCS 北美夏季资格赛
Bubbadub,CLB,2.3,2014 LCS 北美夏季资格赛
Innox,EG,7.0,2014 LCS 北美夏季资格赛
Pobelter,EG,17.0,2014 LCS 北美夏季资格赛
Snoopeh,EG,5.4,2014 LCS 北美夏季资格赛
Yellowpete,EG,5.8,2014 LCS 北美夏季资格赛
,EG,3.9,2014 LCS 北美夏季资格赛
Vasilii,LMQ,33.0,2014 LCS 北美夏季资格赛
Mor,LMQ,36.0,2014 LCS 北美夏季资格赛
GodLike,LMQ,17.5,2014 LCS 北美夏季资格赛
NoName,LMQ,7.2,2014 LCS 北美夏季资格赛
XiaoWeiXiao,LMQ,31.0,2014 LCS 北美夏季资格赛
Aphromoo,CLG,3.5,2015 LCS 北美春季资格赛
Seraph,CLG,2.9,2015 LCS 北美春季资格赛
dexter,CLG,3.0,2015 LCS 北美春季资格赛
Link,CLG,4.1,2015 LCS 北美春季资格赛
Doublelift,CLG,6.0,2015 LCS 北美春季资格赛
Mash,CST,1.9,2015 LCS 北美春季资格赛
Sheep,CST,1.2,2015 LCS 北美春季资格赛
Santorin,CST,4.8,2015 LCS 北美春季资格赛
Miracle,CST,0.9,2015 LCS 北美春季资格赛
Ringer,CST,1.0,2015 LCS 北美春季资格赛
Westrice,CLB,2.4,2015 LCS 北美春季资格赛
pr0lly,CLB,4.0,2015 LCS 北美春季资格赛
ROBERTxLEE,CLB,2.6,2015 LCS 北美春季资格赛
kez,CLB,3.6,2015 LCS 北美春季资格赛
Bubbadub,CLB,2.1,2015 LCS 北美春季资格赛
Innox,EG,4.4,2015 LCS 北美春季资格赛
Pobelter,EG,4.8,2015 LCS 北美春季资格赛
Altec,EG,8.7,2015 LCS 北美春季资格赛
Helios,EG,7.5,2015 LCS 北美春季资格赛
,EG,5.3,2015 LCS 北美春季资格赛
Impactful,CA,4.1,2015 LCS 北美春季资格赛
Cris,CA,2.6,2015 LCS 北美春季资格赛
Saintvicious,CA,3.0,2015 LCS 北美春季资格赛
Keane,CA,4.5,2015 LCS 北美春季资格赛
Bunny FuFuu,CA,3.4,2015 LCS 北美春季资格赛
CaliTrlolz8,T8,2.6,2015 LCS 北美春季资格赛
Slooshi,T8,4.8,2015 LCS 北美春季资格赛
maplestreet8,T8,5.5,2015 LCS 北美春季资格赛
Dodo,T8,3.9,2015 LCS 北美春季资格赛
PorpoisePops,T8,5.7,2015 LCS 北美春季资格赛
Huhi,FSN,1.8,2015 LCS 北美夏季资格赛
NintendudeX,FSN,2.4,2015 LCS 北美夏季资格赛
Nientonsoh,FSN,2.7,2015 LCS 北美夏季资格赛
Trance,FSN,3.6,2015 LCS 北美夏季资格赛
Chunkyfresh,FSN,1.5,2015 LCS 北美夏季资格赛
Avalon,WFX,2.3,2015 LCS 北美夏季资格赛
Pobelter,WFX,3.1,2015 LCS 北美夏季资格赛
Altec,WFX,2.7,2015 LCS 北美夏季资格赛
Gleeb,WFX,3.9,2015 LCS 北美夏季资格赛
Helios,WFX,3.1,2015 LCS 北美夏季资格赛
kez,TDK,3.6,2015 LCS 北美夏季资格赛
Seraph,TDK,3.9,2015 LCS 北美夏季资格赛
Alex Ich,TDK,5.2,2015 LCS 北美夏季资格赛
LouisXGeeGee,TDK,8.5,2015 LCS 北美夏季资格赛
Smoothie,TDK,2.9,2015 LCS 北美夏季资格赛
Shiphtur,DIG,7.8,2015 LCS 北美夏季资格赛
Azingy,DIG,4.9,2015 LCS 北美夏季资格赛
Gamsu,DIG,4.3,2015 LCS 北美夏季资格赛
CoreJJ,DIG,5.9,2015 LCS 北美夏季资格赛
Kiwikid,DIG,4.2,2015 LCS 北美夏季资格赛
Xmithie,CLG,5.5,2015 LCS 北美夏季赛
Aphromoo,CLG,4.8,2015 LCS 北美夏季赛
Darshan,CLG,4.8,2015 LCS 北美夏季赛
Pobelter,CLG,5.0,2015 LCS 北美夏季赛
Doublelift,CLG,5.7,2015 LCS 北美夏季赛
Balls,C9,2.5,2015 LCS 北美夏季赛
Hai,C9,3.3,2015 LCS 北美夏季赛
Sneaky,C9,3.9,2015 LCS 北美夏季赛
LemonNation,C9,2.6,2015 LCS 北美夏季赛
Meteos,C9,3.0,2015 LCS 北美夏季赛
Jensen,C9,3.3,2015 LCS 北美夏季赛
CaliTrlolz8,T8,2.2,2015 LCS 北美夏季赛
Slooshi,T8,1.5,2015 LCS 北美夏季赛
maplestreet8,T8,2.0,2015 LCS 北美夏季赛
Dodo,T8,2.0,2015 LCS 北美夏季赛
PorpoisePops,T8,3.1,2015 LCS 北美夏季赛
Nientonsoh,T8,3.3,2015 LCS 北美夏季赛
,T8,3.7,2015 LCS 北美夏季赛
Otter,NME,2.5,2015 LCS 北美夏季赛
Bodydrop,NME,1.7,2015 LCS 北美夏季赛
Flaresz,NME,1.3,2015 LCS 北美夏季赛
Innox,NME,2.9,2015 LCS 北美夏季赛
,NME,3.5,2015 LCS 北美夏季赛
Hauntzer,GV,3.8,2015 LCS 北美夏季赛
Keane,GV,3.2,2015 LCS 北美夏季赛
Bunny FuFuu,GV,3.8,2015 LCS 北美夏季赛
Altec,GV,5.2,2015 LCS 北美夏季赛
Move,GV,2.8,2015 LCS 北美夏季赛
Gate,P1,4.2,2015 LCS 北美夏季赛
Gate,P1,2.6,2015 LCS 北美夏季赛
Adrian,P1,4.9,2015 LCS 北美夏季赛
Rush,P1,4.4,2015 LCS 北美夏季赛
Apollo,P1,5.4,2015 LCS 北美夏季赛
XiaoWeiXiao,P1,5.9,2015 LCS 北美夏季赛
Impact,P1,4.8,2015 LCS 北美夏季赛
Piglet,TL,8.1,2015 LCS 北美夏季赛
FeniX,TL,5.1,2015 LCS 北美夏季赛
IWDominate,TL,5.0,2015 LCS 北美夏季赛
Quas,TL,4.2,2015 LCS 北美夏季赛
Xpecial,TL,4.2,2015 LCS 北美夏季赛
kez,TDK,2.5,2015 LCS 北美夏季赛
Seraph,TDK,2.1,2015 LCS 北美夏季赛
Emperor,TDK,3.4,2015 LCS 北美夏季赛
Bischu,TDK,1.5,2015 LCS 北美夏季赛
mancloud,TDK,2.6,2015 LCS 北美夏季赛
LattmaN,TDK,1.9,2015 LCS 北美夏季赛
BIG,TDK,0.8,2015 LCS 北美夏季赛
Ninja,TDK,3.4,2015 LCS 北美夏季赛
Smoothie,TDK,2.3,2015 LCS 北美夏季赛
Lustboy,TSM,3.2,2015 LCS 北美夏季赛
WildTurtle,TSM,3.7,2015 LCS 北美夏季赛
Bjergsen,TSM,4.4,2015 LCS 北美夏季赛
Santorin,TSM,5.9,2015 LCS 北美夏季赛
Dyrus,TSM,3.5,2015 LCS 北美夏季赛
Keith,TSM,5.7,2015 LCS 北美夏季赛
Shiphtur,DIG,4.0,2015 LCS 北美夏季赛
Helios,DIG,2.7,2015 LCS 北美夏季赛
Azingy,DIG,7.0,2015 LCS 北美夏季赛
Gamsu,DIG,3.9,2015 LCS 北美夏季赛
CoreJJ,DIG,4.4,2015 LCS 北美夏季赛
Kiwikid,DIG,2.6,2015 LCS 北美夏季赛
Samux,GIA,4.8,2013 LCS 欧洲夏季资格赛
Exterminare,GIA,3.2,2013 LCS 欧洲夏季资格赛
Jimbownz,GIA,2.4,2013 LCS 欧洲夏季资格赛
Babeta,GIA,3.0,2013 LCS 欧洲夏季资格赛
Morden,GIA,5.1,2013 LCS 欧洲夏季资格赛
Libik,MS,1.5,2013 LCS 欧洲夏季资格赛
Makler,MS,6.3,2013 LCS 欧洲夏季资格赛
Czaru,MS,2.9,2013 LCS 欧洲夏季资格赛
Mokatte,MS,5.0,2013 LCS 欧洲夏季资格赛
Kubon,MS,4.0,2013 LCS 欧洲夏季资格赛
Libik,MS,1.7,2013 LCS 欧洲夏季资格赛
Libik,MS,4.1,2013 LCS 欧洲夏季资格赛
Tabzz,Lemondogs,13.2,2013 LCS 欧洲夏季资格赛
Zorozero,Lemondogs,6.0,2013 LCS 欧洲夏季资格赛
Noonia,Lemondogs,5.5,2013 LCS 欧洲夏季资格赛
wewillfailer,Lemondogs,5.8,2013 LCS 欧洲夏季资格赛
Nukeduck,Lemondogs,6.0,2013 LCS 欧洲夏季资格赛
Bjergsen,CW,6.4,2013 LCS 欧洲夏季资格赛
TheTess,CW,7.0,2013 LCS 欧洲夏季资格赛
Godbro,CW,6.4,2013 LCS 欧洲夏季资格赛
Deficio,CW,4.2,2013 LCS 欧洲夏季资格赛
Svenskeren,CW,13.2,2013 LCS 欧洲夏季资格赛
fredy122,Against All Authority,1.5,2013 LCS 欧洲夏季资格赛
Nono,Against All Authority,1.8,2013 LCS 欧洲夏季资格赛
ViRtU4l,Against All Authority,1.4,2013 LCS 欧洲夏季资格赛
Zarmony,Against All Authority,2.3,2013 LCS 欧洲夏季资格赛
ShLaYa,Against All Authority,0.9,2013 LCS 欧洲夏季资格赛
YamatoCannon,Dragonborns,2.2,2013 LCS 欧洲夏季资格赛
Shushei,Dragonborns,1.5,2013 LCS 欧洲夏季资格赛
HosaN,Dragonborns,1.7,2013 LCS 欧洲夏季资格赛
Muvert,Dragonborns,2.2,2013 LCS 欧洲夏季资格赛
Malunoo,Dragonborns,3.7,2013 LCS 欧洲夏季资格赛
YoungBuck,Samurai in Jeans,3.5,2013 LCS 欧洲夏季资格赛
Unlimited,Samurai in Jeans,3.9,2013 LCS 欧洲夏季资格赛
Kottenx,Samurai in Jeans,2.5,2013 LCS 欧洲夏季资格赛
Extinkt,Samurai in Jeans,2.9,2013 LCS 欧洲夏季资格赛
Freeze,Samurai in Jeans,6.0,2013 LCS 欧洲夏季资格赛
eRot1c,Anexis eSports,1.9,2013 LCS 欧洲夏季资格赛
Celaver,Anexis eSports,1.2,2013 LCS 欧洲夏季资格赛
LeoFKorea,Anexis eSports,0.9,2013 LCS 欧洲夏季资格赛
Xaxus,Anexis eSports,1.4,2013 LCS 欧洲夏季资格赛
Overpow,Anexis eSports,1.0,2013 LCS 欧洲夏季资格赛
Moopz,Dexterisactuallyevil,3.1,2013 LCS 欧洲夏季资格赛
dexter,Dexterisactuallyevil,5.6,2013 LCS 欧洲夏季资格赛
Foo Sharp,Dexterisactuallyevil,4.1,2013 LCS 欧洲夏季资格赛
AoD,Dexterisactuallyevil,4.5,2013 LCS 欧洲夏季资格赛
Kikis,Dexterisactuallyevil,3.5,2013 LCS 欧洲夏季资格赛
Migxa,TCM Gaming,2.8,2013 LCS 欧洲夏季资格赛
Zoller,TCM Gaming,3.2,2013 LCS 欧洲夏季资格赛
Geogeo,TCM Gaming,2.9,2013 LCS 欧洲夏季资格赛
Nanouk,TCM Gaming,2.6,2013 LCS 欧洲夏季资格赛
ImSoFresh,TCM Gaming,3.0,2013 LCS 欧洲夏季资格赛
TessLaa,Wizards Club,3.2,2013 LCS 欧洲夏季资格赛
Carbono,Wizards Club,2.8,2013 LCS 欧洲夏季资格赛
Drag0n,Wizards Club,1.8,2013 LCS 欧洲夏季资格赛
Motroco,Wizards Club,2.7,2013 LCS 欧洲夏季资格赛
Mithy,Wizards Club,3.6,2013 LCS 欧洲夏季资格赛
Creaton,Team ALTERNATE,4.1,2013 LCS 欧洲夏季资格赛
Jree,Team ALTERNATE,3.2,2013 LCS 欧洲夏季资格赛
ForellenLord,Team ALTERNATE,2.8,2013 LCS 欧洲夏季资格赛
Kerp,Team ALTERNATE,2.9,2013 LCS 欧洲夏季资格赛
Araneae,Team ALTERNATE,2.9,2013 LCS 欧洲夏季资格赛
CandyPanda,SK,4.2,2013 LCS 欧洲夏季常规赛
ocelote,SK,2.6,2013 LCS 欧洲夏季常规赛
hyrqBot,SK,3.9,2013 LCS 欧洲夏季常规赛
Nyph,SK,3.1,2013 LCS 欧洲夏季常规赛
Kev1n,SK,3.6,2013 LCS 欧洲夏季常规赛
Darien,GMB,2.5,2013 LCS 欧洲夏季常规赛
Genja,GMB,5.6,2013 LCS 欧洲夏季常规赛
Alex Ich,GMB,2.3,2013 LCS 欧洲夏季常规赛
Kubon,GMB,10.0,2013 LCS 欧洲夏季常规赛
Voidle,GMB,2.7,2013 LCS 欧洲夏季常规赛
D4rker,GMB,2.5,2013 LCS 欧洲夏季常规赛
Spontexx,GMB,1.0,2013 LCS 欧洲夏季常规赛
Diamondprox,GMB,3.4,2013 LCS 欧洲夏季常规赛
